customer_id,location,age,registration_date
102,california,88,2018-08-24
103,pennsylvania,86,2018-08-03
104,texas,49,2020-11-03
105,arizona,48,2019-09-20
106,oregon,84,2020-06-08
107,alabama,44,2018-05-20
108,pennsylvania,89,2020-12-09
109,new jersey,56,2020-08-24
110,california,46,2018-11-02
111,kentucky,71,2018-03-20
112,ohio,29,2020-08-30
113,massachusetts,65,2021-01-11
114,missouri,42,2020-04-08
115,texas,32,2019-06-19
116,illinois,47,2021-10-22
117,texas,72,2022-02-24
118,texas,19,2021-11-04
119,missouri,29,2022-01-21
120,new york,26,2019-05-18
121,california,74,2019-06-23
122,texas,57,2018-03-25
123,georgia,26,2020-07-29
124,california,21,2020-08-19
125,california,32,2018-07-31
126,louisiana,53,2018-08-30
127,missouri,51,2021-08-15
128,california,33,2020-03-17
129,kentucky,37,2022-05-27
130,new york,54,2020-11-03
131,georgia,57,2018-04-29
132,oklahoma,82,2020-03-27
133,washington,88,2019-03-16
134,kentucky,48,2020-10-17
135,new york,37,2018-08-17
136,california,47,2020-11-20
137,tennessee,57,2019-01-30
138,ohio,86,2018-11-15
139,oklahoma,77,2022-08-21
140,texas,74,2020-12-08
141,texas,64,2019-04-14
142,california,51,2020-06-03
143,new york,22,2021-12-07
144,ohio,79,2021-04-23
145,michigan,80,2021-12-04
146,texas,39,2020-05-05
147,louisiana,71,2020-10-26
148,pennsylvania,77,2020-06-19
149,michigan,65,2020-11-11
150,michigan,83,2019-12-04
151,missouri,85,2020-09-07
152,minnesota,45,2020-05-10
153,massachusetts,22,2019-05-30
154,colorado,28,2020-02-25
155,texas,88,2020-08-27
156,colorado,19,2020-09-15
157,california,80,2020-02-02
158,arizona,28,2021-02-02
159,virginia,54,2020-10-14
160,california,52,2022-10-04
161,california,27,2021-11-28
162,indiana,68,2018-05-24
163,new york,64,2019-12-19
164,illinois,58,2020-10-28
165,texas,78,2021-03-10
166,new york,51,2020-09-03
167,california,87,2018-03-29
168,new mexico,43,2020-08-29
169,georgia,67,2021-03-18
170,north dakota,27,2018-12-27
171,delaware,40,2019-03-16
172,illinois,67,2021-04-13
173,louisiana,32,2020-02-13
174,california,47,2020-05-15
175,texas,89,2020-07-09
176,ohio,72,2020-04-03
177,ohio,73,2020-01-24
178,massachusetts,56,2022-10-28
179,california,45,2021-07-31
180,arizona,70,2020-08-22
181,georgia,77,2020-10-13
182,ohio,26,2021-02-03
183,maryland,69,2020-03-15
184,texas,71,2018-06-02
185,mississippi,50,2021-03-01
186,alabama,62,2019-05-14
187,indiana,65,2019-06-26
188,california,68,2022-02-01
189,idaho,28,2021-04-22
190,utah,27,2021-01-09
191,texas,82,2018-06-27
192,new jersey,87,2021-04-08
193,florida,64,2019-09-05
194,colorado,69,2021-01-26
195,missouri,63,2018-03-07
196,louisiana,75,2022-01-02
197,alabama,56,2020-01-12
198,florida,43,2020-08-12
199,georgia,60,2019-09-27
200,california,73,2021-11-10
201,new jersey,44,2021-08-24
202,texas,44,2020-06-27
203,north carolina,74,2020-12-23
204,illinois,84,2020-03-14
205,texas,87,2021-06-20
206,oregon,86,2020-08-06
207,texas,44,2019-10-13
208,texas,32,2020-03-31
209,california,64,2022-03-25
210,pennsylvania,81,2019-11-25
211,washington,23,2018-05-20
212,illinois,63,2019-05-14
213,new york,64,2019-10-04
214,florida,77,2021-01-08
215,arkansas,50,2018-03-20
216,new york,52,2022-04-17
217,pennsylvania,82,2018-05-12
218,washington,34,2018-12-03
219,pennsylvania,57,2019-02-21
220,colorado,34,2018-10-16
221,new hampshire,54,2022-03-06
222,texas,35,2020-12-12
223,kentucky,30,2019-12-22
224,tennessee,63,2018-12-15
225,wisconsin,52,2018-03-25
226,massachusetts,52,2020-04-08
227,california,27,2020-08-03
228,texas,64,2021-06-14
229,texas,64,2018-10-18
230,california,52,2019-03-23
231,texas,88,2021-10-09
232,tennessee,59,2019-06-16
233,new york,82,2019-01-03
234,florida,43,2021-04-30
235,georgia,67,2020-03-28
236,georgia,31,2021-05-24
237,michigan,29,2021-05-30
238,pennsylvania,49,2020-06-30
239,kentucky,67,2020-10-06
240,indiana,33,2019-01-24
241,illinois,52,2021-01-25
242,oregon,49,2020-10-03
243,texas,51,2020-03-10
244,michigan,29,2019-09-24
245,north dakota,89,2020-05-19
246,california,46,2021-04-26
247,tennessee,29,2019-05-30
248,new hampshire,54,2021-11-22
249,oregon,75,2018-05-17
250,new york,75,2018-06-28
251,california,42,2018-05-09
252,ohio,29,2022-02-12
253,hawaii,35,2019-10-14
254,california,60,2022-09-03
255,new york,43,2021-01-15
256,wisconsin,39,2021-07-14
257,washington,73,2018-07-06
258,west virginia,59,2019-09-13
259,north carolina,28,2020-04-03
260,california,37,2020-12-13
261,michigan,87,2018-06-19
262,florida,86,2020-09-27
263,georgia,62,2019-08-07
264,arizona,28,2021-02-07
265,missouri,43,2021-06-09
266,missouri,39,2022-11-15
267,new york,79,2018-07-31
268,new hampshire,23,2021-11-25
269,arizona,63,2020-12-15
270,illinois,47,2018-09-02
271,arizona,49,2020-07-01
272,texas,52,2021-02-27
273,virginia,33,2019-02-10
274,new york,83,2018-07-11
275,minnesota,53,2019-05-06
276,california,20,2021-04-04
277,michigan,58,2020-09-22
278,pennsylvania,74,2019-06-28
279,new york,39,2021-01-01
280,california,58,2019-02-13
281,florida,60,2020-03-27
282,minnesota,20,2021-05-23
283,utah,26,2021-07-29
284,new york,40,2018-07-28
285,indiana,73,2021-01-05
286,arkansas,87,2020-06-12
287,illinois,51,2021-02-23
288,florida,35,2021-05-07
289,california,82,2018-04-27
290,north carolina,22,2019-07-22
291,california,68,2019-08-14
292,washington,27,2018-11-16
293,maryland,64,2020-03-26
294,washington,89,2019-04-25
295,pennsylvania,53,2019-04-28
296,utah,85,2019-08-18
297,vermont,60,2020-03-29
298,california,22,2021-02-03
299,washington,40,2018-10-29
300,texas,73,2019-02-25
301,tennessee,55,2019-07-09
302,arizona,21,2018-06-28
303,mississippi,45,2019-02-19
304,california,66,2021-03-05
305,new york,88,2018-09-20
306,new york,27,2020-05-24
307,minnesota,30,2020-12-14
308,michigan,40,2020-06-02
309,texas,81,2020-11-08
310,california,47,2022-05-23
311,virginia,22,2019-01-30
312,indiana,34,2022-06-05
313,illinois,89,2020-02-28
314,idaho,77,2019-11-26
315,oregon,81,2022-09-14
316,south dakota,77,2021-12-31
317,california,34,2022-06-17
318,texas,23,2020-11-26
319,ohio,58,2022-04-04
320,arizona,54,2022-05-24
321,california,84,2020-03-30
322,texas,77,2018-05-04
323,kansas,48,2020-07-18
324,washington,60,2020-05-14
325,california,25,2021-03-07
326,california,67,2019-02-11
327,illinois,51,2018-11-30
328,missouri,75,2019-04-24
329,new york,48,2021-12-09
330,indiana,27,2020-04-30
331,california,41,2020-03-07
332,texas,24,2021-01-19
333,texas,43,2018-11-11
334,pennsylvania,68,2020-09-12
335,florida,81,2022-01-17
336,california,37,2022-06-29
337,colorado,57,2018-04-27
338,california,84,2018-09-18
339,oklahoma,60,2022-04-12
340,new york,69,2020-07-23
341,california,69,2021-05-24
342,texas,46,2021-03-24
343,south carolina,30,2021-07-15
344,indiana,79,2020-05-28
345,california,72,2022-10-29
346,maryland,23,2020-04-01
347,kentucky,83,2021-03-01
348,california,82,2019-08-19
349,colorado,44,2020-05-06
350,ohio,45,2020-03-15
351,illinois,40,2022-09-16
352,california,20,2021-01-05
353,arkansas,45,2021-04-28
354,iowa,78,2021-09-16
355,new york,31,2020-08-17
356,illinois,35,2022-07-24
357,california,59,2020-01-17
358,kansas,47,2021-12-17
359,florida,33,2018-12-29
360,california,55,2020-05-26
361,kentucky,89,2022-11-11
362,missouri,41,2019-01-23
363,mississippi,50,2018-09-08
364,tennessee,58,2020-04-24
365,kentucky,73,2018-12-06
366,oklahoma,42,2018-06-26
367,massachusetts,41,2021-04-29
368,texas,65,2018-10-20
369,illinois,84,2020-11-16
370,florida,56,2021-03-17
371,new york,80,2021-12-03
372,new jersey,63,2022-07-12
373,florida,28,2021-04-04
374,florida,29,2021-06-20
375,arizona,50,2020-11-05
376,tennessee,81,2021-08-10
377,nevada,77,2019-03-27
378,wisconsin,77,2019-09-13
379,new york,26,2022-08-28
380,washington,43,2020-05-10
381,south carolina,51,2019-06-08
382,california,30,2018-08-03
383,california,87,2021-05-22
384,new york,31,2021-07-18
385,indiana,64,2020-02-20
386,massachusetts,74,2019-01-21
387,tennessee,81,2022-05-13
388,michigan,50,2020-03-29
389,north carolina,71,2020-06-29
390,nebraska,25,2019-03-27
391,massachusetts,45,2019-01-13
392,washington,48,2021-03-29
393,new york,45,2022-02-04
394,minnesota,22,2018-12-10
395,california,58,2022-04-02
396,texas,74,2020-08-08
397,missouri,18,2020-03-19
398,georgia,26,2020-08-10
399,virginia,22,2019-05-29
400,ohio,19,2018-09-24
401,texas,84,2021-03-16
402,tennessee,43,2021-03-27
403,california,21,2021-02-22
404,alabama,39,2018-11-23
405,texas,87,2021-08-13
406,kentucky,26,2019-05-25
407,california,31,2021-08-29
408,new jersey,37,2021-07-02
409,wisconsin,71,2021-07-01
410,oklahoma,44,2020-06-30
411,georgia,63,2018-05-11
412,north carolina,74,2021-08-10
413,colorado,33,2018-04-14
414,california,46,2019-10-16
415,california,33,2018-05-19
416,colorado,25,2020-02-01
417,colorado,70,2022-05-16
418,illinois,56,2020-02-19
419,california,50,2018-08-04
420,illinois,29,2022-10-29
421,california,23,2019-03-27
422,vermont,74,2020-12-29
423,ohio,38,2021-04-07
424,new york,22,2018-05-12
425,florida,27,2019-02-08
426,alaska,51,2020-04-12
427,georgia,23,2018-05-13
428,california,45,2020-05-20
429,texas,88,2018-04-22
430,north carolina,58,2020-05-18
431,illinois,26,2021-06-13
432,california,49,2021-05-15
433,california,30,2021-05-25
434,pennsylvania,47,2020-11-01
435,north carolina,69,2022-05-01
436,south carolina,72,2022-04-07
437,georgia,55,2018-11-24
438,ohio,24,2021-09-13
439,massachusetts,80,2021-10-08
440,nebraska,18,2019-02-23
441,louisiana,46,2021-08-23
442,michigan,51,2021-02-25
443,iowa,59,2021-01-22
444,new jersey,64,2019-08-03
445,mississippi,77,2022-09-01
446,florida,37,2019-05-11
447,wisconsin,26,2018-05-03
448,louisiana,31,2019-04-21
449,california,88,2019-05-17
450,kentucky,79,2019-08-26
451,texas,89,2019-12-15
452,pennsylvania,88,2019-07-31
453,michigan,41,2018-10-17
454,california,74,2020-01-02
455,pennsylvania,27,2020-04-25
456,missouri,68,2021-10-21
457,wisconsin,37,2020-05-24
458,new york,30,2021-03-13
459,texas,80,2019-11-24
460,new york,40,2021-05-23
461,pennsylvania,31,2021-03-10
462,virginia,50,2018-07-11
463,virginia,64,2020-04-29
464,california,66,2022-05-30
465,virginia,81,2020-04-21
466,california,40,2022-02-27
467,pennsylvania,21,2019-03-12
468,california,50,2020-06-03
469,vermont,73,2020-03-22
470,oregon,75,2021-06-24
471,california,38,2020-09-02
472,michigan,27,2020-05-04
473,texas,68,2019-02-14
474,illinois,86,2021-01-26
475,washington,83,2020-12-21
476,new hampshire,75,2021-01-16
477,wyoming,35,2021-03-15
478,georgia,72,2023-01-14
479,tennessee,59,2021-01-18
480,massachusetts,22,2019-02-07
481,alabama,26,2019-04-25
482,virginia,34,2021-02-06
483,nevada,32,2022-08-21
484,michigan,37,2018-07-24
485,georgia,21,2019-12-19
486,california,60,2020-12-12
487,new jersey,40,2021-01-08
488,connecticut,56,2020-05-25
489,georgia,55,2022-01-16
490,montana,18,2021-04-02
491,texas,84,2020-05-15
492,california,39,2021-08-29
493,california,80,2020-03-16
494,kentucky,84,2021-07-10
495,illinois,74,2019-08-30
496,california,64,2018-10-08
497,kansas,54,2020-03-30
498,texas,71,2020-02-24
499,georgia,71,2021-03-21
500,washington,47,2019-04-15
501,texas,87,2022-05-31
502,minnesota,84,2020-07-25
503,pennsylvania,41,2019-10-07
504,north carolina,47,2020-01-06
505,new jersey,63,2021-04-27
506,texas,89,2021-03-03
507,new york,68,2020-09-30
508,florida,44,2020-05-14
509,oregon,60,2019-08-20
510,new york,85,2021-10-16
511,utah,27,2021-04-30
512,new york,45,2022-05-04
513,georgia,59,2020-02-03
514,utah,37,2021-08-10
515,california,84,2021-03-11
516,washington,75,2021-03-20
517,california,52,2022-07-31
518,kansas,85,2021-03-17
519,missouri,88,2019-07-01
520,tennessee,18,2022-02-14
521,minnesota,43,2020-06-05
522,indiana,50,2022-02-05
523,south carolina,53,2019-07-15
524,california,37,2020-11-10
525,california,19,2018-10-26
526,washington,44,2020-03-26
527,california,79,2022-11-30
528,new jersey,48,2020-08-27
529,connecticut,76,2018-03-13
530,tennessee,23,2022-01-02
531,florida,60,2021-07-05
532,new jersey,73,2021-06-03
533,tennessee,52,2018-09-30
534,illinois,75,2022-08-28
535,california,52,2020-11-06
536,alaska,60,2021-07-07
537,virginia,44,2020-12-12
538,california,69,2019-10-23
539,west virginia,68,2018-08-04
540,florida,78,2020-01-23
541,california,84,2019-04-15
542,kansas,26,2020-05-05
543,texas,51,2019-07-28
544,california,20,2021-08-13
545,pennsylvania,71,2020-08-22
546,south carolina,66,2021-05-14
547,kansas,42,2018-09-12
548,indiana,42,2018-12-11
549,north carolina,35,2020-05-04
550,california,34,2021-03-27
551,california,88,2022-02-01
552,maryland,45,2022-01-09
553,new york,51,2020-09-03
554,california,83,2019-07-07
555,illinois,87,2021-09-01
556,california,86,2020-05-08
557,florida,59,2021-11-14
558,arizona,89,2021-03-08
559,tennessee,62,2020-09-17
560,new jersey,41,2020-05-14
561,texas,55,2018-08-06
562,california,70,2022-05-13
563,minnesota,53,2018-04-10
564,california,69,2019-04-17
565,arizona,28,2019-01-14
566,florida,83,2022-07-26
567,california,83,2019-05-27
568,tennessee,20,2019-03-08
569,ohio,39,2019-07-26
570,nevada,81,2022-08-21
571,texas,82,2019-06-22
572,maine,37,2022-03-01
573,maryland,21,2018-12-12
574,kentucky,52,2020-02-04
575,pennsylvania,87,2021-08-28
576,new jersey,57,2021-08-22
577,new york,46,2019-06-28
578,new york,48,2020-06-10
579,michigan,35,2020-06-23
580,michigan,89,2018-09-24
581,florida,23,2021-03-12
582,connecticut,43,2020-02-04
583,pennsylvania,21,2018-09-25
584,iowa,86,2018-06-28
585,ohio,47,2020-07-09
586,arkansas,85,2019-07-14
587,virginia,28,2018-07-18
588,california,18,2020-03-11
589,florida,25,2019-08-01
590,california,57,2021-08-27
591,north carolina,77,2020-05-02
592,california,30,2020-06-12
593,indiana,81,2020-07-26
594,texas,35,2020-10-08
595,california,60,2020-03-18
596,illinois,69,2020-07-20
597,north carolina,77,2019-06-21
598,new york,41,2021-09-11
599,maryland,37,2018-09-01
600,ohio,79,2018-03-20
601,maryland,33,2020-10-21
602,colorado,32,2021-01-21
603,new york,39,2020-08-16
604,arizona,48,2020-01-12
605,pennsylvania,57,2018-12-04
606,colorado,49,2019-10-01
607,georgia,69,2018-10-02
608,texas,60,2019-07-08
609,new jersey,24,2019-06-08
610,pennsylvania,34,2021-01-22
611,kansas,73,2020-01-26
612,massachusetts,59,2020-11-13
613,virginia,83,2021-01-21
614,arizona,85,2022-11-22
615,florida,84,2022-03-23
616,maine,33,2021-01-09
617,new york,28,2019-10-10
618,washington,84,2022-04-25
619,texas,81,2022-06-04
620,new jersey,74,2020-03-28
621,pennsylvania,33,2022-05-30
622,new jersey,23,2020-09-09
623,mississippi,47,2020-07-20
624,california,79,2021-04-13
625,tennessee,32,2018-09-12
626,arizona,38,2020-03-27
627,new mexico,89,2018-06-22
628,new hampshire,43,2019-12-28
629,washington,19,2020-05-07
630,north carolina,20,2020-08-08
631,new jersey,65,2021-09-17
632,illinois,66,2020-07-08
633,california,83,2021-04-21
634,alabama,54,2019-11-10
635,arkansas,23,2019-12-04
636,south carolina,78,2022-05-15
637,north carolina,21,2018-09-17
638,alabama,31,2020-03-06
639,texas,59,2020-12-02
640,ohio,68,2021-06-25
641,new york,18,2020-08-15
642,louisiana,47,2021-05-26
643,texas,78,2019-04-08
644,kansas,60,2020-05-05
645,new york,62,2021-05-08
646,indiana,21,2018-05-28
647,kansas,62,2018-09-03
648,nevada,20,2018-06-03
649,georgia,49,2022-12-26
650,california,23,2021-03-10
651,texas,83,2018-07-26
652,california,80,2019-12-22
653,ohio,88,2022-07-25
654,iowa,79,2021-09-18
655,pennsylvania,36,2019-10-30
656,new york,20,2020-01-08
657,illinois,62,2018-04-26
658,tennessee,24,2022-08-13
659,minnesota,38,2020-03-24
660,kentucky,87,2022-12-05
661,ohio,65,2018-06-19
662,tennessee,75,2020-05-14
663,michigan,71,2020-01-16
664,ohio,82,2021-07-20
665,texas,26,2021-01-22
666,florida,42,2020-10-30
667,new york,25,2021-06-18
668,california,38,2018-05-06
669,illinois,61,2018-05-31
670,missouri,42,2020-04-14
671,florida,60,2021-11-25
672,new york,30,2020-11-02
673,california,55,2019-07-17
674,new york,78,2020-09-16
675,virginia,84,2020-07-23
676,indiana,19,2020-01-06
677,illinois,75,2022-03-15
678,texas,73,2021-09-16
679,virginia,24,2020-01-02
680,indiana,19,2019-01-23
681,kentucky,41,2022-03-15
682,texas,89,2019-03-13
683,new york,79,2022-01-18
684,new york,30,2020-07-18
685,tennessee,61,2020-11-19
686,new mexico,61,2020-06-26
687,mississippi,85,2022-03-27
688,texas,61,2021-03-31
689,west virginia,82,2020-06-07
690,south carolina,20,2022-08-08
691,west virginia,26,2021-01-14
692,arizona,58,2021-07-15
693,texas,80,2019-02-07
694,north dakota,50,2022-12-06
695,pennsylvania,74,2020-08-11
696,texas,56,2020-08-29
697,florida,55,2021-09-15
698,pennsylvania,87,2020-08-13
699,nevada,65,2020-12-12
700,georgia,30,2019-01-29
701,pennsylvania,67,2020-01-15
702,missouri,64,2018-03-19
703,indiana,35,2019-05-12
704,maryland,43,2020-08-24
705,texas,20,2020-10-02
706,california,58,2021-02-10
707,michigan,59,2018-05-27
708,arizona,19,2019-11-26
709,north carolina,34,2019-05-19
710,california,25,2019-06-13
711,texas,29,2020-10-14
712,new jersey,38,2019-01-22
713,california,26,2021-06-18
714,new york,62,2019-02-13
715,kentucky,76,2021-03-09
716,ohio,38,2021-01-29
717,illinois,52,2020-04-09
718,missouri,26,2021-02-28
719,alabama,23,2021-08-27
720,ohio,60,2020-05-01
721,new york,72,2018-08-29
722,virginia,49,2019-05-22
723,colorado,18,2018-10-31
724,new york,73,2019-07-22
725,new mexico,25,2019-09-20
726,california,61,2018-07-21
727,california,51,2020-10-09
728,kentucky,60,2021-01-31
729,arizona,79,2020-02-02
730,virginia,84,2018-03-12
731,california,73,2020-04-06
732,virginia,78,2020-12-22
733,wisconsin,51,2018-05-26
734,new york,75,2020-12-14
735,california,28,2018-12-20
736,arkansas,34,2020-09-04
737,south dakota,62,2020-05-12
738,texas,63,2021-01-11
739,washington,79,2020-06-06
740,new york,63,2021-11-26
741,oklahoma,52,2021-07-09
742,texas,43,2019-04-19
743,oklahoma,39,2020-05-31
744,illinois,69,2022-05-15
745,michigan,64,2022-05-18
746,california,33,2021-06-27
747,minnesota,39,2019-12-03
748,louisiana,83,2018-11-24
749,new york,52,2021-07-16
750,ohio,27,2018-09-12
751,texas,88,2019-08-20
752,arizona,28,2021-11-05
753,north carolina,76,2019-04-03
754,ohio,72,2019-02-12
755,north carolina,73,2020-12-20
756,kansas,86,2019-12-31
757,new jersey,85,2018-04-29
758,iowa,56,2020-09-11
759,louisiana,64,2022-04-17
760,arkansas,66,2021-09-14
761,colorado,49,2020-04-10
762,new york,48,2021-12-19
763,indiana,74,2020-02-17
764,mississippi,60,2019-03-21
765,louisiana,59,2019-07-21
766,california,86,2021-06-10
767,california,40,2020-05-11
768,oregon,21,2021-01-24
769,nevada,19,2020-03-23
770,florida,86,2022-03-29
771,california,68,2020-09-21
772,new jersey,40,2021-03-29
773,kentucky,52,2020-11-11
774,minnesota,34,2020-10-05
775,michigan,27,2022-06-29
776,virginia,42,2020-06-25
777,montana,50,2019-07-01
778,tennessee,25,2021-07-12
779,west virginia,31,2019-12-19
780,california,76,2022-10-13
781,new mexico,76,2018-12-15
782,tennessee,58,2020-03-20
783,massachusetts,56,2021-06-17
784,alabama,70,2022-06-28
785,california,79,2019-10-23
786,california,22,2019-07-17
787,virginia,36,2020-06-30
788,california,87,2020-12-02
789,california,82,2018-03-13
790,west virginia,54,2019-10-04
791,texas,22,2018-06-04
792,texas,86,2020-10-18
793,california,69,2020-04-15
794,virginia,61,2019-09-21
795,washington,29,2020-07-21
796,california,40,2019-09-26
797,maryland,85,2018-05-06
798,texas,68,2019-04-03
799,north carolina,34,2019-01-27
800,florida,83,2019-03-27
801,michigan,59,2022-11-07
802,texas,26,2020-07-02
803,massachusetts,18,2021-08-06
804,texas,68,2020-05-25
805,california,31,2020-10-31
806,pennsylvania,86,2018-05-12
807,california,77,2018-10-20
808,california,52,2020-10-21
809,new york,69,2021-06-15
810,illinois,49,2021-06-04
811,arizona,61,2020-04-10
812,california,43,2020-06-01
813,colorado,25,2020-01-06
814,nevada,29,2021-01-02
815,tennessee,65,2021-09-11
816,nevada,29,2020-04-20
817,missouri,70,2019-09-02
818,west virginia,36,2018-04-21
819,illinois,59,2021-01-29
820,arizona,82,2021-08-21
821,ohio,28,2018-09-30
822,texas,37,2020-12-13
823,illinois,27,2021-01-19
824,new york,42,2020-06-22
825,kentucky,66,2019-09-12
826,north carolina,29,2018-03-24
827,louisiana,25,2019-07-31
828,arkansas,37,2019-02-08
829,florida,24,2020-07-05
830,maryland,75,2020-01-11
831,indiana,32,2019-12-19
832,massachusetts,57,2018-09-21
833,new york,83,2022-08-10
834,pennsylvania,27,2021-07-28
835,kentucky,63,2019-10-12
836,california,46,2022-07-14
837,pennsylvania,78,2020-10-21
838,maryland,55,2018-10-28
839,iowa,24,2021-03-10
840,georgia,27,2020-04-14
841,florida,78,2019-08-20
842,california,48,2022-02-01
843,oklahoma,48,2021-08-27
844,illinois,82,2020-08-22
845,louisiana,85,2022-07-10
846,new york,72,2020-12-10
847,ohio,47,2018-09-29
848,massachusetts,33,2018-08-17
849,illinois,66,2019-12-14
850,new york,37,2018-03-22
851,california,24,2020-12-13
852,california,82,2018-12-30
853,ohio,48,2022-12-10
854,oklahoma,26,2018-10-04
855,michigan,72,2020-06-22
856,louisiana,33,2020-05-12
857,maryland,87,2022-07-31
858,south carolina,34,2021-02-07
859,texas,36,2019-10-02
860,minnesota,84,2022-01-09
861,illinois,59,2018-04-06
862,tennessee,39,2021-02-03
863,new york,28,2019-10-20
864,alabama,52,2020-09-28
865,north carolina,18,2021-12-02
866,new york,64,2018-07-07
867,minnesota,39,2022-07-14
868,texas,69,2020-03-11
869,washington,22,2018-12-12
870,new jersey,88,2019-03-17
871,rhode island,52,2018-11-13
872,alabama,44,2021-10-15
873,new york,86,2021-12-21
874,kansas,20,2019-06-28
875,south carolina,68,2018-06-09
876,california,19,2020-06-02
877,maryland,79,2022-11-03
878,new york,25,2018-04-02
879,arkansas,82,2022-01-11
880,florida,62,2019-07-07
881,california,55,2021-06-08
882,new york,24,2022-05-20
883,virginia,52,2018-12-28
884,kentucky,58,2018-09-22
885,florida,52,2018-04-11
886,washington,84,2018-10-31
887,texas,37,2019-12-28
888,pennsylvania,37,2020-11-25
889,north carolina,83,2020-03-15
890,illinois,18,2021-07-23
891,tennessee,40,2020-09-15
892,california,58,2018-10-07
893,florida,18,2018-07-14
894,florida,50,2022-08-06
895,texas,65,2021-09-05
896,tennessee,84,2018-05-20
897,texas,37,2021-07-07
898,pennsylvania,63,2020-02-26
899,massachusetts,50,2020-08-14
900,michigan,86,2019-12-19
901,illinois,25,2021-10-07
902,indiana,74,2020-06-15
903,new jersey,32,2021-04-14
904,california,88,2019-12-31
905,texas,70,2019-08-27
906,massachusetts,39,2020-09-14
907,nevada,77,2020-07-31
908,new york,57,2021-11-03
909,pennsylvania,78,2018-06-07
910,new hampshire,45,2021-09-30
911,missouri,31,2019-10-29
912,new jersey,64,2019-01-02
913,kansas,52,2019-04-27
914,florida,89,2020-04-25
915,illinois,30,2018-06-03
916,nebraska,56,2022-06-05
917,massachusetts,25,2020-03-31
918,pennsylvania,37,2021-03-02
919,virginia,25,2020-02-28
920,alabama,47,2019-12-24
921,ohio,37,2021-12-05
922,indiana,23,2018-12-11
923,texas,34,2020-04-07
924,oklahoma,26,2021-04-09
925,texas,42,2020-09-28
926,tennessee,75,2020-10-28
927,michigan,79,2021-03-11
928,new jersey,50,2020-03-18
929,massachusetts,18,2021-06-12
930,new york,84,2019-01-31
931,oklahoma,19,2020-11-30
932,indiana,47,2020-07-01
933,pennsylvania,20,2020-12-07
934,wisconsin,48,2018-09-09
935,minnesota,62,2020-03-03
936,texas,38,2020-03-03
