customer_id,policy_id,purchase_id
0318,5de8f161,a20bd476
0319,cc7af4ca,f4c62131
0320,a1bb4825,973e1431
0321,8ba006df,a33d4ef7
0322,3d118922,f5fe3c04
0323,76ddfe7e,00d64dee
0324,84d79195,505ed8e1
0325,29354368,43dc6ea7
0326,1baaba46,2c8bd9e5
0327,5e9f89d2,a7a442bf
0328,5e44081d,8c5d0278
0329,82a2f88a,823b41c5
0330,e6b56632,8247bec1
0331,afddc00d,c20749c7
0332,32a72e2e,fac3cd73
0333,2a829650,6b5614ab
0334,c9f46250,8cb5d1de
0335,77224326,1d0ff763
0336,e1125475,ddc8a3e5
0337,2d3c7604,8f7ec553
0338,2ee5234c,b79c5678
0339,7cfcacc4,09a00647
0340,ec779994,3843dcff
0341,2e7fe383,86fc31c4
0342,831bb9e3,d146e82d
0343,cfc71756,f535d88e
0344,dee0c9c2,2ec4ae69
0345,9eff8bc0,090b7b25
0346,7103f633,ad12a048
0347,0245e748,35b3935f
0348,9189bef3,f694196c
0349,0964b8bc,c11fb696
0350,c30c163f,fb5490d4
0351,1d1f5e45,27887b76
0352,a9b7df0d,1ede6144
0353,cf09819b,52d3786d
0354,a562166d,3a7371fa
0355,de767577,16b3c5e8
0356,48ebac8b,06dffe3f
0357,8b9afb0d,cda2a850
0358,47867386,9b24eb33
0359,76f6166f,f0d6bd4a
0360,a2f3e505,e7e56478
0361,9463a1d3,5dba68d9
0362,7a6b29df,71faee4a
0363,4bdf38a5,49d36484
0364,05618589,39ead809
0365,2c996fd9,5f12f152
0366,836d3b43,08fdbda4
0367,eb15f4bc,ee9786bc
0368,4d894aae,008763e6
0369,dee59e32,28d8ff88
0370,bfca4dad,1c9169d0
0371,2113a362,d295ad47
0372,f2656511,1e28c81f
0373,9bc7627a,8b2443c1
0374,62854594,a8e46402
0375,28ad3859,30c0c990
0376,2b6b7884,1c4f8853
0377,f92476f4,14f9cce2
0378,d7b17386,9bf82fd7
0379,bd0b6480,2cc309a8
0380,0059f120,bd42a4b4
0381,81540a7f,1921ce6f
0382,e3e7a632,17a44853
0383,b72eef67,5bcdcbb6
0384,e3b117aa,bf216beb
0385,92743213,57b90c58
0386,3bd230de,ba763e4e
0387,92945a04,8d70f434
0388,94855188,87e485b2
0389,92d33943,27912811
0390,9dc28e89,3cd963d7
0391,5219e330,a20c2a71
0392,41e93b76,086c741d
0393,a7128ace,ac42802c
0394,c7a2e2e9,131f1586
0395,5197a3d9,8fe447d7
0396,8b9e91fd,391551a4
0397,e0fe8c8e,f8c25c7e
0398,ded03e44,ee1ae614
0399,7e5b03ae,eb58701f
0400,730722a5,d90d1adb
0401,5c3705db,24f26154
0402,3059dc49,aa28fd4c
0403,081a87c8,339aad7b
0404,04362aad,938a4111
0405,f7b8eb82,a5232fe6
0406,5653a090,72b5f597
0407,5a63aa3e,fc563e15
0408,aaa334dd,a05aa6e4
0409,b3ca16b6,090e69a9
0410,e002e9ef,771c6b15
0411,66d5a744,1fcea845
0412,7f36f0b4,8ef7c402
0413,aa6450e8,e3cb4188
0414,6c614fad,07fd9adb
0415,c0393b03,130e1440
0416,404eebe8,e6cfd452
0417,e69886a2,67122ea4
0418,839300ba,6fbde174
0419,9a304382,01ddffeb
0420,3725292f,3a540189
0421,9df4df49,bb4188ef
0422,65f20214,957de638
0423,91f6a263,ded774d0
0424,3f4bb7c5,ff20d047
0425,dc8e255e,ee70650c
0426,a107b3c6,1fcded95
0427,4b8fe277,87964663
0428,a5a2a0a2,94489036
0429,0fab4b4a,e14a0ec3
0430,8906b029,61a72d83
0431,8461e9e7,3368657f
0432,68dacea0,ed945b0e
0433,c12476e8,b3b28de9
0434,28dd06c2,0a430174
0435,9b6eed7e,13f244f5
0436,0f4fbcd8,44cb5edf
0437,dc776e5d,30ed19eb
0438,0e838ad0,00147657
0439,e320778c,914f3932
0440,a7aa293e,f7100e9b
0441,38cc94c7,aa11c657
0442,f8083501,cb7d00f2
0443,9320e8ee,c023f654
0444,97d34227,5e734866
0445,cb25bd66,97a2e1ef
0446,3e2819d9,ed67bcad
0447,b1bc523e,f2dbc9cc
0448,7c33d418,cc1167e1
0449,c9b41434,db0454ed
0450,7c88f3ff,b61045f7
0451,e41aeb26,fc2ea88e
0452,51758e97,5f4c831b
0453,7d9fd413,5d728897
0454,35a9cd0f,f6b327fb
0455,493d50cd,5d914ae6
0456,0b1f1c8e,3d108379
0457,2d737f35,7b789bc6
0458,8ab3a896,53f36e1a
0459,097595cb,cd4a70e8
0460,0f5661ec,a0fb17d7
0461,9a57f017,0a3c54a8
0462,2decb861,3541349a
0463,05a02249,d2590050
0464,a6ff96af,2af57ad7
0465,383d1a21,7bb576ca
0466,60578f4c,4aec54b4
0467,ddf3e7bd,59dbb36a
0468,9932fa56,2c5fd331
0469,95621310,9f58e541
0470,d81a3513,d08b882d
0471,9939ccb9,1132f10e
0472,6dea0356,15c6f909
0473,fcea9571,c55814cd
0474,4f295fdb,23e26380
0475,7d8024e3,ebef0942
0476,a8ad0014,dd7d2c65
0477,5d39ae32,8a10eca4
0478,3b65495b,2e5af520
0479,cc552e84,80b4c356
0480,c685a11c,07dd1087
0481,da26d7ff,fe3d15c0
0482,b11f99c6,91c969be
0483,772bf242,e2acb58b
0484,4e3182d9,6894f2ac
0485,58668046,b31c9000
0486,1930461d,fa1ee8cf
0487,2aa64a50,6268af8d
0488,eadc8c82,c437be31
0489,c0402252,da5f6683
0490,0d79b27f,50a984a8
0491,fdb652a0,4be72e87
0492,b1e092b0,aed25a4f
0493,74ce7ff7,7d2935b6
0494,fe7ca91e,ffdd21df
0495,9418a92d,9414900e
0496,4fe0a3b2,7f509abc
0497,fb3204b1,d2a54ef0
0498,567df059,104fffea
0499,29b2ba17,3d16fbbf
0500,822b9c41,0deebaee
0501,27ee2c38,6aacbb68
0502,87306f08,ccf1359d
0503,3d89b040,f64e772e
0504,eb838968,e65986f9
0505,5f8e3096,d29a7f9d
0506,b1c43476,4a58b41d
0507,11cdfd85,793632d7
0508,3e276a0e,49b1546d
0509,b7f4da96,122f7275
0510,da3e2fac,bb8057cb
0511,5cd6a0ab,afaaef55
0512,accb90e4,b5ee4716
0513,31be9387,eb3e7a2e
0514,55c0765e,bccab47c
0515,e38bc766,d3ce556f
0516,dec82fd9,aee94c2f
0517,7968b3dc,238daebf
0518,3c063ce8,8f1b5423
0519,00083b52,dedc2d10
0520,8660425c,afa0d005
0521,c9c24f8d,306a0381
0522,d838947d,69b0737a
0523,fbc2d8ad,d545b587
0524,664d5a64,978e5aff
0525,89b41f83,98fb0bae
0526,f62a09bd,4ae6f060
0527,426488cc,7a16ea5d
0528,76527735,ffabca32
0529,859b9ca5,6df92e14
0530,7fbedfc8,7a116d86
0531,d34ebb7a,f3ff25ce
0532,462fcea8,6f9e7541
0533,c43b8b67,29a3de20
0534,7b6a7d54,fec0da36
0535,a42bc45a,793f467d
0536,1c49ed6b,d1a1d36c
0537,e9028799,8493a922
0538,8bcbec66,538b240c
0539,78766f65,f95b1ed8
0540,89b60a6d,94afa88b
0541,05ee7e7f,2958a34c
0542,78134626,01020a88
0543,3dae4892,6baaf30f
0544,fb035c23,d3c9fb57
0545,9678ae27,9308dc64
0546,0b4f1f31,be3a62ca
0547,e6e67096,0427e6aa
0548,7f1fdb88,de1233ce
0549,aca46715,e6cc5307
0550,98217bca,01f961fb
0551,57e4d7b0,ebb218a4
0552,7d6aa35e,6685814a
0553,30434cf4,c7fe9170
0554,7737bb98,31af457c
0555,7f215413,7c16f583
0556,db20e824,ec1f96cf
0557,e929638e,8a4aa8f7
0558,610599b0,e45bc7a7
0559,d3795ce7,6a759998
0560,7065b6c9,6c5223ba
0561,dff4c1cc,f11274be
0562,6bb1c525,e74ccd8a
0563,d1eea03e,eda10289
0564,bd99160b,4f593de9
0565,727846f2,a4097ee0
0566,38cfee16,c0710b1d
0567,a6308186,54361491
0568,97defd87,f167f316
0569,413616b7,8a474105
0570,39a524dd,68769f9c
0571,d63cc678,67e5b073
0572,dd72c9fe,ed92c65f
0573,ef237677,2b65ba74
0574,39416982,b3970bf0
0575,68572c4c,bacea7b1
0576,bc92bbbf,7fe16cc6
0577,fccc9b56,bcc1e3db
0578,b98ea066,e8e0836d
0579,1a5b0b49,251794eb
0580,e279331b,17e3d322
0581,fbbe582b,864fd6b0
0582,b3d3b3a5,42809b94
0583,39c981d7,f3394ba2
0584,846fc52a,c9e9deb8
0585,4d7c4759,2186793b
0586,20531d80,5007d47e
0587,f710ae6d,d0a8b6a8
0588,242a89ee,47375273
0589,64f29f8b,8b023178
0590,e9869803,d600a877
0591,091bcb48,02246f33
0592,eb12adb3,bbf1e5bf
0593,a6cf39fb,f99d6e51
0594,68ac7e67,cd0440f6
0595,b665164f,fc248f49
0596,7113516f,26774f83
0597,2a80b9d9,41ad85ef
0598,05e38310,4b5386da
0599,2f3b3798,08167c2b
0600,4930f7d8,1b486613
0601,87ee70ed,bfcfed7e
0602,71bf62d3,dfad9f0b
0603,cc7b1dca,e7bbc9e0
0604,6a2ad4d0,70175233
0605,fc87e1c5,09d3ab58
0606,81081df1,2b0ac35b
0607,1eb33368,f88931e6
0608,f94b99b3,a18e6715
0609,fe1b77a1,132776ae
0610,d9fd560f,90306fa8
0611,bb71d297,f1d40a79
0612,1987c711,f27989b1
0613,71f34059,32478ef4
0614,bfd4e81b,3cc3ce5e
0615,fea0b36c,81ee8edb
0616,8917dd99,3d46e0f3
0617,df2b61f9,26640543
0618,10296ba0,583a6f47
0619,981a2b38,ff80f473
0620,835ce1c3,e03c9025
0621,7b6009b7,3633c0ab
0622,dc9ea9db,fef96640
0623,9ab79367,52ad85da
0624,3b252c81,fa8dfcc9
0625,e57dc5a7,e4ce4c40
0626,33bc9eaf,28dca167
0627,3aafa161,12004b60
0628,b9839ee5,19351eac
0629,bc2518f0,4eb74d19
0630,a615b4f6,f0a433ff
0631,5738aaa4,06f493df
0632,63197301,89e74f2a
0633,d4fdc435,f1cf9f8a
0634,c5cdacc5,8ff2874f
0635,2af4c008,1fd972fd
0636,33f3411d,cd75598a
0637,c1fa7efa,1147babb
0638,09a977e8,38e0e2e3
0639,4e6f30fe,d388188a
0640,d3996ce3,d93ff74b
0641,3a608720,e91e6fc5
0642,a77b936e,17c511f0
0643,5b4bd58c,291c4ca1
0644,938b99eb,b1764aa5
0645,6d4e84e4,7a43559e
0646,680ec5de,7e79c3c4
0647,30b0e784,14e9b798
0648,57292682,aea989a2
0649,db07b39d,b793bd98
0650,f58728bc,cd376858
0651,8b37900b,31bd1c03
0652,b3e142dc,c16f56a3
0653,8b5a2ec2,8bd3ef8a
0654,01eca119,fe0c30f6
0655,b8d43a14,b93709a9
0656,0093bbe6,22537fcf
0657,4952de0a,e9ce12f1
0658,a15dabf3,3cbe6c27
0659,289db2a6,1a5dbcca
0660,6857cd0a,941a910e
0661,179a7a5c,129e0506
0662,1a5f33c2,576d66fa
0663,7c783387,de35a462
0664,eb43446d,2a41f1b3
0665,4900f2b2,9f4ffa84
0666,45738b6a,b03ae187
0667,2960c9b2,88d43f80
0668,a324b09c,f0b17d95
0669,c6afdb11,b25361ec
0670,91f043cf,ce30fd53
0671,8e39c79a,e5e7f282
0672,71b1695b,3c766edd
0673,7418463f,e133c797
0674,58e4f087,6d032673
0675,159be831,9bc47831
0676,d0a60105,378b8438
0677,95a61cdc,55eeefdc
0678,7bbc71ad,7e0980da
0679,c3bc21ab,41a5a9f2
0680,aaa5567d,b9c16699
0681,a4a42a44,ed5f83ee
0682,989b3749,58b8dbef
0683,73926b50,7a137a98
0684,0ea39968,186d9fff
0685,79f2f920,1803d706
0686,fd7d6a0c,1b403529
0687,b618ce49,705e0ac0
0688,3dfe49da,a1772242
0689,6f1d3e6c,dc3b80c5
0690,de9f5c0c,c745f0b3
0691,341e8f98,af6f4b69
0692,b50840a0,d067f4cb
0693,ec30ebf4,5198ee82
0694,d815f2e4,1c254f0a
0695,518a4835,6e59270a
0696,4b2b249b,4c17c87b
0697,265f03c6,8acbafe6
0698,9a620afb,0b15ed30
0699,a7ae3a89,3f05abec
0700,22025388,a47e44c2
0701,5a7ee02c,c612449b
0702,416c52fc,5c76b446
0703,f8612e1d,54ff588f
0704,3f0f685a,ed7b620e
0705,872a764d,443431f7
0706,a705a9e0,da02fc68
0707,35410449,ba94e818
0708,52a28a23,d8126ed7
0709,ea905ed9,fd855f4e
0710,380675ba,c27816fe
0711,2b91981e,31af5708
0712,a8348db3,63518fe2
0713,8781c652,4b3c1670
0714,eb87176f,c00e5eec
0715,0ec23063,4ab780c0
0716,a1fc6eb9,7abc841a
0717,2865909b,c6944876
0718,8d326b2c,48478fca
0719,b15e2a6d,c20357f8
0720,a5bbb62f,c1363016
0721,be7269ee,a1ccbfd1
0722,70e79546,9b800d6e
0723,1d940bd4,7debd9d4
0724,c9638b9b,b4be9db9
0725,43a3ae62,f1207841
0726,20fc9f8a,fd85987a
0727,c4535319,754c1232
0728,25b1829a,2cdb721d
0729,cf25cac0,4443fce7
0730,03750338,247c2e86
0731,5116b94f,b756ea5b
0732,d9db4cb4,f6e97816
0733,c7caae74,fffd147f
0734,a92042d8,20de43c1
0735,26bbbf4a,5a7f4c91
0736,0df3b65b,d87ad7df
0737,a970c61e,820e475d
0738,7336e9e1,31a16a12
0739,e8bb5f46,dae6370e
0740,1b0fe4d2,eef2219f
0741,36b342dd,71605e87
0742,8dd8ea7d,600f87a2
0743,28b4baa4,d8ab6791
0744,eae7f8cf,a319b0d4
0745,d468949c,ca1e4ba3
0746,65c57e77,99c3577b
0747,97ea8729,8896534e
0748,9e520607,0019a62d
0749,5ca3f678,599f5fba
0750,1ffb3d06,9dc6d0ab
0751,67789e2f,567bd6c1
0752,c460f281,22267e6f
0753,db18d2a9,f39c613a
0754,523d8338,904b3099
0755,20e9f6b7,28589a3e
0756,769b8e9b,e7aa04cc
0757,db14845f,435366d7
0758,711c367e,6a620ee5
0759,424136e1,9fb4959c
0760,52da3e2e,e3766aca
0761,a5b17ea5,c0ea0e36
0762,b52df285,728cb738
0763,c0c04b6e,43834046
0764,91f54450,dd14b39b
0765,4511334b,1e3dde6d
0766,8f9be1e6,11ef8324
0767,be6157ef,06a3491b
0768,83a2afba,0a171789
0769,e85d21e3,19ba6e37
0770,3d08cb52,9cee85ea
0771,1332c5d7,dc989a04
0772,b8aada8c,d6114ebf
0773,707be2f6,2f21e32c
0774,3514d26d,59f7c77a
0775,61072693,785ccb78
0776,8de17673,46a7f338
0777,7bab2f35,259a361b
0778,5be447ea,5be16323
0779,7fce2991,ae0b895a
0780,818b9d0d,03c4184e
0781,0db1e66c,e59e23ba
0782,844e39f9,11e4b1f5
0783,67543ca7,ed70c365
0784,99108984,815a8953
0785,ddfff033,2c106d96
0786,df4ea24e,c619dc4f
0787,2cb14394,5569f70e
0788,f534cc3d,47e4613d
0789,3799f376,62556cb6
0790,f4772c64,5fdfd425
0791,159ee1c7,f65ef965
0792,dc64a13f,18b0df50
0793,e887ba57,eb468356
0794,3fb06c8e,6774b03b
0795,1a1ced56,f9b13a4d
0796,b2719925,81b216e3
0797,bfb0373a,06dbf71e
0798,23fdf473,0d36177e
0799,624b3dd0,f88f8fa8
0800,ed6a907e,fc4e7c18
0801,7061a2d7,8f129451
0802,1479fecc,a8f156b2
0803,68eb8e6a,6f7d594c
0804,31ecf30c,4c1a0210
0805,c807f804,83b82f4c
0806,c8bd2fa9,7c7052a1
0807,695fd6fb,44c659f3
0808,0fa1991e,5ce05eb7
0809,9c682bc0,c2465490
0810,f6ef96d8,7f9421cd
0811,f8d585cf,9b686343
0812,e51562f8,ae792790
0813,8574716e,a248aee7
0814,9c931df2,28b586ff
0815,2289c9b6,30b35d3d
0816,289fba59,363871ee
0817,f8123c79,f10b989f
0818,953254e5,f4305d49
0819,6153cdf5,36789c59
0820,4ed8026d,106a02cd
0821,ddc05f98,27c258a4
0822,7224639a,0e5f6bfc
0823,d1456885,049d5918
0824,1cecabb5,c22611c5
0825,d2f23248,3c7c2498
0826,7c4e5a32,0318f22d
0827,876ddf3f,4b8ace4d
0828,e2417c1a,bb69dfbf
0829,c3c27ff1,d24247b5
0830,616e80b2,898939f1
0831,685984b5,acb3b962
0832,00baeb80,08d012e3
0833,8fc56ec6,579218d1
0834,0ca1f67d,0e5cdf7e
0835,ffa0aad1,c09383c1
0836,6f13a1a5,f0f76a32
0837,5b0a3639,00b97a8e
0838,98d2b2e3,9fc72c8e
0839,bcfedc50,d5db2c47
0840,8ea45948,766eab3a
0841,26fe7d96,05846943
0842,ed3a817b,226ebf08
0843,711243e3,4a081c14
0844,4587e909,b770c926
0845,45f786db,d92f6cb6
0846,bd4e245a,97bb0803
0847,a9a5ddf4,05b6a01d
0848,79d01b7c,6475d5d8
0849,fbc46d07,65f3e184
0850,d4f06de8,a826ce5a
0851,83de4ea9,079366c3
0852,6bbe77cb,5ae15485
0853,ec8dbccc,b913fa17
0854,fc16be9b,394e0056
0855,d6341012,4c2ab7cb
0856,ead70128,b62ae3bf
0857,09915cee,766e1a39
0858,99768159,29cfed49
0859,bac8913a,0e7fa53a
0860,3a3c5be6,4fdb254c
0861,b324c75f,8a0ba5df
0862,05460619,13be1731
0863,b517f07a,861bda5f
0864,e42f92d0,73c47257
0865,a1868042,f617cd58
0866,6527f298,9950f7c9
0867,4b8bba61,8d37406c
0868,fbb66887,4eebd989
0869,54c21b9e,1c77e428
0870,4e80fa15,26aacedb
0871,5331c225,98702e61
0872,0a3aafb5,fa411e01
0873,e7b388de,65291429
0874,7e2228d0,ac7c4857
0875,34c6ab9d,9e3ba580
0876,5c035700,9725bdc3
0877,5320dcc8,d1267bbe
0878,ecac9c5a,ab5b8411
0879,ef7c906c,eee4a6c3
0880,f359ee86,478128e4
